review,sentiment
"Avengers: Endgame (SPOILER FREE) Review:After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to undo Thanos' actions and restore order to the universe. Avengers: Endgame is literally one of, is not the, most anticipated film ever. This review is probably going to be shorter since its spoiler free and I have to be vague. I should have a spoiler review up soon (Monday is apparently the day we can talk about the spoilers according to the Russo Brothers). So this is a little late. I saw it last week Saturday and just saw it again last night. I wanted to see if it had the same effect as it did on first viewing. I'm pleased to say that I absolutely loved this film and even more than Infinity War. It's a great story that brings all 22 films in the Infinity Saga to a bittersweet end. The plot is much darker than any Marvel film. The first act was a drama where they're all realizing the events of what happened and it gets a good perspective for the audience. We saw in Infinity War that it affected the superheroes and some people but it makes us all think of the entire universe. It's tragic really. This is also when we get the most character development in any of the films. We see their true feelings. Now I could go on and on about how there wasn't a single bad performance by anyone, but I would like to talk about one. I'm currently on the petition that Robert Downey Jr. should get an Oscar nomination or at least a Golden Globe nomination for his performance. I believe this is his peak performance and he put all his emotions into it. The scenes at the beginning and end are his best though. Some brought me to tears. It's a very emotional film and I don't know how one could go in to it with at least tearing up. So Stephen McFeely and Christopher Markus, amazing job with the script. No line felt out of place. Everything came off natural. And also the Russo Brothers did their finest work directing and they're some of the best right now. There's so much to say about those but that's all I can say without giving it away. Now for the technical aspects. Alan Silvestri's score was interesting and beautiful because it had the original melodies like the previous Avengers films but this time he created new melodies that, for me at least, are just as memorable as the Avengers Theme. Also my favorite score of the year so far. The visual effects were good as usual and worked well with the chaos of the action, especially the final battle. Speaking of battles some say you could leave for the action since it's all the same and there was too much going on, but I strongly disagree. There is no time to get up and leave during this film. The cinematography was at its best of the franchise with Trent Opaloch as the cinematographer. And I think I'll leave my review at that. For more content I will have my spoiler review soon. I think this was an amazing film that brings the series all together. I'm pleased to say I liked it more than Infinity War and it's my favorite film of the year just beating Us. Therefore this is my first perfect film of the year. Please go see it if you haven't. I think this film is special and one you can never forget.My Grade: A+",positive
"Where ""Infinity War"" created havoc, ""Avengers: Endgame"" promised closure. The film is jam-packed with re-enactments of previous films' relationships. It practically requires that viewers do their homework by watching (or rewatching) a dozen previous films. The emphasis switches from lavish, effects-driven demonstrations of universe-saving heroism to the more personal cost of heroism. It establishes that whoever possesses the six all-powerful Infinity Stones may accomplish almost anything by just snapping their fingers. Because there is so much territory to cover in the film, it skips over introductions and presents Captain Marvel's entrance as a foregone conclusion.",positive
"A movie review must be without desire or force.
This is the first film of Avengers Saga in which I found about 10 mistakes and so I am disappointed and very dissatisfied.
1. ) What would happen if Winston Churchill or Hitler of 1930 come to 2019 and got killed by someone ? Certainly the past will be charged, but the movie says nothing will change.
What would happen if you go to the past of year 1930 and killed Hitler ? Of course the the past will be charged but the movie says nothing will change.
2.) Caption America is a man, then how could he able to successfully and permanently use the hammer -🔨 Mjolnir ?
3.) Do you know the name of the place which created the 🔨 Mjolnir or weapons of Asgardians ? How can Avengers's laboratory more capable than that place (Nidavellir). In the Endgame there was no harm to Infinity Gruntlet of Avengers even after 2 times use. But the Gruntlet of Infinity War movie, created at Nidavellir, was destroyed only after 1 time use.
4. ) How was it possible for Iron Man to hold and successfully use all the six Infinity Stones. He is simply a man or half robot.
5. ) In Endgame, Thor went to his past and got his hammer and returned to his future with that hammer. Then, what would happen with the Thor of the past ? Suppose we went to 6 August 1945 and returned to the future after stealing atomic bombs, then what would happen with Japan ? Suppose we went to 1940 and kidnapped Stalin and returned to the future with him. Then what would happen with WW2 and the USSR ?
6. ) A man can create more capable weapon than God ? A man can handle a powerful weapon of God ? We can change our past without changing our present or future ?Avengers Endgame is a highly exaggerated and superfluous movie trying to please and satiate 100 percent audiences.",positive
"A great ending, to a much loved saga. It would have been very easy for Marvel to mess this one up, but it delivered in all aspects.",positive
"It was a marvels fans dream. Loved it all the way. The perfect end to all the fans, giving moments of full action. Avengers: Endgame shows an incredible connection between all the movies of this amazing universe developed among eleven years.
Yes it slows down a bit. But over all a visual treat I must say.",positive
"Loved Endgame but with a lukewarm feeling for The Eternals and Shang Chi on the horizon, I wondered whether the MCU should make more logical choices for the next phase. Obviously there are development issues with the FF and X-Men franchises and DC's Aquaman may well scupper a potential Sub-Mariner movie, but perhaps these would work:1) Captain Britain (we heard 'Braddock' mentioned by Peggy Carter in Endgame; Brian's father perhaps?)
2) Alpha Flight. With the Avengers having run their course, perhaps their Canadian counterparts could step up. It stands to reason that other countries would want to copy the Avengers model (I know they are the Earth's protectors but they pretty much belong to the USA).
3) Moon Knight. Although I would love to see Daredevil done right on the big screen, maybe Marc Spector could fill the void.
4) Silver Surfer. Norrin Radd was the best thing about the FF sequel. A space-based movie would give him room to soar. Look to GotG or the Ron Lim Thanos issues of Silver Surfer for inspiration.
5) Ka-Zar. Although often perceived as a Tarzan rip-off, Lord Kevin Plunder's exploits could open up a whole new playground with the Savage Land.I wonder if we'll look back in 10 years and see if any of these came to pass...!",positive
"After all the hype, I expected to be extremely wowed. But I left feeling kind of meh. It was extremely long and dragged in several places. I felt like Infinity War was better overall. Good movie but seriously overhyped.",positive
This movie was awesome. It showed how much we need people who can inspire us and how to win battles. Congrats to all the people involved in the project and RIP Chadwick Boseman. I am shocked to hear that he is dead. I wish his family to be strong.,positive
"The Movie was more like an ""Infinity War Parody"" movie that the Epic Grand Final.Ok, there was an 8 minutes of action at the end, but nothing like the Plot or the action of Infinity War.There was almost nothing to remember from that movie, except the Black Widows death and the final battle while on ""Infinity War"" I can recall so many Epic Moments. There is no need for a second watch.-Thor and Hulk are more like a Parody than the smart fun quotes or people with psychological problems. Both was wasted in the movie.
They could give us some points using B.A.R.F. for Banners/Hulk problems.-Everything was so easy, 2024 Thanos killed just like that, and everything goes so easy.-So Captain America can have the Power of Old-fathers... Why is that? Ok he can hold Mjolnir but where did he find the Odin Force?-Tony Stark build the Time Machine so quickly and so easy, in just 10sec was render and done. And why? Because Ant-man says that he was 5 hours and for you 5 years. To good to be true, it needs more time just to be believed by the audience. It needs more reactions between Stark and Pym Particle and Ant-man to be more realistic.-Too much useless dialogs to put un in the emotional filings of the characters in the first 1,5 hour they could show are how Banner became Professor Hulk, or they can give more screen time in how Stark build the Time machine or the Stark gauntlet. Why Thanos use Uru metall while Stark just use Vibranium. At least they can use the Uru metall from the old destroyed Mjolnir in Norway.-So Thanos Blade can destroy Vibranium Shield (is his Blade from Uru? ) but If the Shield is broken how Older Captain America got his Shield back again in the End?
Lets say, Old Captain America is from an alternate timeline, so how he is in the same timeline with this one? Was there all the time hidden in all Marvel history?
Captain America was 100 but looks like 30, but he age up only 10 years in 70 years with the serum. So going back to '50s and life his life there now he must be 170, so he mush look like 40 years old, and not like 70 years old. (like Bucky, he didn't age at all, all this years). So Captain America live his life in '50s, '60s, '70s, etc till 2024 he show up with Vibranium Shield.
Where did he fund it? is it from an alternate timeline, and how ends up in that Timeline?-So Nebula from 2024 kills Nebula from 2014 but she doesn't get kill or disappear at all. So perhaps she is from an alternate timeline. But Old Captain American isn't from alternate timeline but his Shield is from alternate timeline. Also, every character that enters the Quantum realm should be an alternate timeline of him self... but they aren't.
So why there is alternate timeline in some characters and alternate timeline in some others. Thats Bad script with lot of Plot Holes.-During the movie lots of the times there was a change in history, but the movie didn't show a clue about them. But still they show to us Older Captain America waiting for them near the lake.-There was no surprise in anything, or nothing Epic at all. Nothing memorial. Just and alternate timeline white-out being into the plot of the other movies.
it would be nice if there was a script that will embed all the timeline of the MCU movies and revail how some things really happent.
They just wrote a script and mess up everything with out count on it, just to have another movie.-So, they broke up all the containers of the Infinity stones... How they are going to take them back ? How they will take Space stone back to '50s without the container?
And if it is an alternate timeline, why they should take them back anyway? Who cares about the alternate timeline... certainly not the Script writers of the movie.-So the Mind stone and the Soul Stones stays on 2024, all others goes back to the past. The Space Stone end up to an alternate timeline to Locki. But Thanos never collect the rest of them so Aether is still with the collector and time stone with Strange. Zandar got the Powerstone.
But still none of them change anything in the timeline but is should... just like Old Captain America was there in 2024.
-The big fight in the end was a big mess. There was two big Ant-mans.
When Thanos Spaceship brake down by C.Marvel it destroys all the Water barrier so everyone should be drawn (Strange block up just a small one before that).-So, if Stark gauntlet is part of Stark Armor and made with Friday AI, Why just don't Friday disassemble the gauntlet and fly away when Thanos wears it?
Anyway, there are so many that I can write. hope in the future Marvel will make a Real Timetravel Movie. That wasn't so real, just an alternate timeline timetravel movie with only Old Captain America as 'Timetravel Paradox'.",positive
"What a crying shame that a movie that had so many people awaiting its arrival delivered so little. And, it seemed to take forever to deliver that!I believe that this is one of the most critical reviews I have ever given and believe me, I firmly believe that it is wholly because my expectations were set so high by the franchise that it was pretty much doomed unless it was mind blowingly good.If the story had had one thread of; 'that was believable' or even an odd; 'that could work' it may have been able to recover but, it doesn't. It doesn't even have a; 'that was cool' at any point either!It's actually so boring I had finally found a movie I could replenish concessions during and didn't feel like I had missed anything. The reality is that I probably missed some really critical parts but it didn't matter, the movie had lost me long since then.The entire story was so convoluted that it was just plain terrible. The basic thread was non existent and I agree with many other reviewers that certain characters were pointless.Synopsis: Infinity wars was mediocre, this isn't. Also, personally, it has done so much harm to the franchise, I for one won't be bothering to spend the 'sizeable' costs involved in cinema excursions for any Avenger related future offering again.",negative
"The Russo brothers took what was seemingly a impossible task of not only meeting expectations but of wrapping up a storyline 11 years in the making and they knocked it out of the park.To take all these characters, their storylines, their archs, and bring it all together to fit in one single film and for everyone to have their moments is what I can only imagine to be an extremely difficult task yet the cast and crew made it look easy. While I would've wished for more screen time from certain characters ie Ronan it was still well done.Now there's obviously no such thing as the perfect film but this comes damn close. An amazing cast, fantastic visuals, phenomenal score by Alan Silvestri, and something Marvel lacks today good writing.This was the film of a generation and the theater going experience of a lifetime, I would just like to say thank you to the Russo brothers and the entirety of the cast and crew for the hard work and passion that went into the making of this phenomenal film... I love you 3000!IMDb: 10/10
Letterboxd: 5/5Watched on Disney+ in Dolby Vision.",positive
"⭐ 10/10 RDJ u r awesome. Great performance by director, cinematographer. Actions is excellent. Dialogues are extremely good.",positive
This movie proves the Russo brothers are in a league of their own when it comes to closing a franchise this big. In my opinion they pulled of the most satisfying ending this story arc could have.It's nothing without its previous 21 movies. Must watch for every movie fan.,positive
"I usually do not watch movies twice in such a short amount of time. But after I did the Double Feature (at the Midnight premiere) with Infinity War almost 2 weeks ago, I re-watched Endgame yesterday and it was as amazing as my first impression of it was! And while I will not spoil anything about Endgame, I will talk about things Infinity War! So if you have not seen that yet, do not blame me for anything revealed here.My summary is a pop culture reference and there are quite a few in the Marvel movies, hinting at other franchises (Alien got name checked for example in Infinity War and even ""copied"" or ""homaged"" if you will and there are a few in Endgame too). But those little digs are not too important, they are just nice touches for those who know them. Having an understanding of the MCU as a whole, from Phase 1 to now Phase 3 is way more important. And as someone who is not too familiar with the comics myself, I can tell you that knowing the movies is enough to enjoy the franchise.Still you can google the other stuff or even make your own conclusions. Now that is a lot of foreword and I haven't even gotten one word about Endgame. But as I said above, no spoilers here. What we do know (from the trailers) is the beginning. But whatever we saw and thought we knew - what happens not even half an hour into the movie, will rattle you. Now what?Yes the first hour of the movie is ""slow"", but it had to be. There are ramifications after the snap and the characters we learned to love, that we have close to our heart, have been torn apart. Quite literally gone with the wind - everyone is thinking how is this going to be resolved (no pun intended)? And the movie will give you answers, and will even try to sort of explain things that are quite - unexplainable.And while there is full on drama, there is still a lot of humor. The movie takes beloved characters and does things to them - or rather the weight of what happened does things to them. What exactly? Well that would be telling, but let me tell you some very bold choices have been made. And if you are not emotional at least during some scenes, you are taking away a lot of fun for yourself.I can be a cynic too at times, but taking this apart (which you can do with every movie), is only hurting your own viewing pleasure. There is so much love in this, for the characters, for details, for the fans - it's just a rollercoaster and I'm not afraid to say that I shed a couple of tears. It is after all tying knots and bringing certain things to a conclusion.That doesn't mean there isn't anything more coming (because we know there is, next up Spiderman as an in between movie before Infinity War?). And there are some familiar faces coming back to Endgame from other movies that we haven't seen in a while but also new cameos like Ken Jeong. I'm guessing there will be a deleted scene with him, his scene seems to short for storytelling purposes I reckon.Epic fights, epic emotions and dialog that is hinting at things to come later in the movie ... which you will see even clearer with repeat viewing(s) ... The Russos did it - Kudos to them, Kevin Feige, Stan Lee (RIP) and everyone else involved in this of courseEdit: Endgame works even for people who have not seen a single MCU movie yet (confirmed by a friend of mine). But of course the gravitas and the conclusions of everything will work way better if you have seen the rest of the movies. Also let me add that this is ""technically sound"" as some would put it - or just plain great visually speaking. But I reckon this is a given anyway. Popcorn (or Nachos or whatever you prefer) to perfection",positive
"AND THE WAIT IS OVERInfinity War which gave the world rumbling because of the wrath of Thanos. And here it elevates the emotions of every MCU fans that too right from the stone.I always wanted to brag/say about Endgame but that will end up with too many spoilers. So the plot remains unrevealed.The movie has an ensemble cast feat. all the ones you've known and with the outnumbered super heroes teams up to defeat Thanos, one of the most powerful villain of MCU. He stands out tall in this one too. All superheroes has their own spaces, imprinting themselves in everyone's mind. Endgame portrays the emotions and personal stories of the superheroes and was really touching.Even though Endgame is Visual Masterpiece but rides through the emotions whole throughout but also will make you laugh. Thor, Antman, Hulk and Rocket leads the laughter squad. Captain America was not my fav. hero, but after this he has a special spot in my heart. Iron Man, he was brilliant. All the superheroes will grab a special place in your heart for sure.Russo brothers did a wonderful job in terms of writing and in directing. Endgame is visual treat to the eyes and the finale battle was also well convincing. Technical aspects were outstanding in terms of Camera, Score, CGI, Editing, Art, etc.It's a long 181 minutes movie but you will not take your eyes even for one second.A must watch in Theaters especially in IMAX. a MASTERPIECEI will go out with 10 on 10",positive
"It was just amazing! Incredible, epic, emotional, action-packed and awesome! I wonder how it will all go on after this... Not since the wnd of Harry Potter or The Lord of the Rings have I been so excited for an ending saga. I can't wait for what is next. An all female Avengers? Hopefully!",positive
"After seeing Infinity War i was so excited to see this movie. I must say i was rather disappointed. This movie was not awful, there are some really good scenes but there were so many things that annoyed me.
Thor - he was literally turned into a joke. Ruined his entire character and back story,.
Hulk - did he actually do anything? No! absolutely ruined his character. After being useless in the last movie i honestly thought he would redeem himself in this one. It does not happen.
Captain Marvel - Why create such a powerful character then miss her out of 90% of the movie? When she does finally appear i was expecting an epic fight scene between her and Thanos...... no! nothing. They literally have a little scuffle and that's the end of it. Then you don't see her again until the very end of the movie.
The time travel story made no sense - i can't even begin to type about that.you'll see if/when you watch. I will just say this - The Thanos the Avengers were fighting was based before all of the Avengers movies - which means after killing him, the first movies would never have happened. thats just one.
The first half of the movie was a little slow paced, i was thinking ""is something going to happen"". The end battle was good but it was WAY too short and there was so much going on that I couldn't concentrate on one thing. Plus i do not understand how Thanos was so powerful without the infinity stones.
The weapon Thor created in Infinity war was capable of killing Thanos but, for some reason Thor couldn't defeat him with not one, but 2 weapons. Speaking of weapons, I hated the fact that Captain America was able/worthy of wielding Thor's hammer - NO! its Thor's weapon. I felt like it took power away from the characters.
Like i said - not awful, but nowhere near as good as Infinity War (which i would rate a 9). I rated this movie a 6 because that's an average rating, and i think this movie is average.",positive
Absolutely strange how they could cut so strong first part of Avengers and spoil the second one! All dialogues are weak and absurd same as a few plot lines. The last 5 minutes of the film is all-around failure!,positive
"Infinity war was a tough act to follow; ultimately nothing was likely to be sufficient as a closing act.
Disregarding plot holes, which don't really matter to much in an action film, there are a few aspects which brought the film low.The movie is very self-indulgent with fan service. A little is fine, but it's a massive component in this movie.There's Ragnarok-level humour, which will undoubtedly be to the tastes of many - just not mine.The film is very slow to get off the ground. That's fine as long as there is some real substance, but it's lacking.Characters have been handicapped in order to curb the power creep, where as others are momentarily escalated in ability. This is not uncommon, but very noticeable in this flick due to the volume.Of course, you're going to see it regardless; don't go in sky-high expectations and you'll probably have a good time.",positive
"If you like special effects then you will like this movie. If you like a good, intriguing, believable story with interesting characters then this movie may be very lacking in that department. The characters with all their interesting super powers just seemed to be a bore. Perhaps this sort of thing happens when you have too many main characters in one movie. There is no character development. One thing there is no shortage of is good looking special effects but it merely covers up the inadequacy of any kind of substance in the story lines and characters.The story totally contradicts itself. I'm not going to post spoilers in this review but in the end it really looked like the writers just made up unrealistic stuff that did not make any sense or had any sort of believable realism. If you tell a story like a 3 year old, other 3 year olds are going to love your story but adults are going to be bored to tears.They turned almighty Thor into a 3 year old, with mannerisms, intellect and all the traits 3 year olds display. But here we go again with Hollywood trying to emasculate men in all their latest block busters. Political nonsense that seems to be infecting and infesting big budget movies... It really just makes the world of Hollywood look all the more plastic.Perhaps the extremely high rating of this movie made me expect something really good and entertaining but all the enthusiasm I had soon turned in boredom and mild resentment because 3 hours is a lot to spend on something that seemed to bring only boredom.",negative
"This movie isn't perfect. But i feel like Endgame is actually pretty amazing because it has more characters than any other movie and somehow manages to give a conclusive ending to all of them along with 11 years of the Infinity saga. Ngl, My life was complete when I saw the Portals scene.",positive
"Breathtaking. Endgame raises the bar so high. The emotion, comedy and action all combined to produce a movie of epic proportions that probably won't be matched for many years to come! The best MCU movie. Easily one of my all time Top 5 favs.",positive
"I think that this might be even better than infinity war, everyone gets a moment to shine, the ending is spectacular and it might be one of the best films in the Marvel cinematic universe (can't beat guardians of the galaxy though).",positive
"First of all I gave this movie a 10 because I want to hype it a bit because it still should serve as a very good example for any superhero movie or blockbuster in general. But if I was honest with myself I would give it an 8.Let me explain why and before we proceed here comes the necessary
SPOILER ALERT!!So why did Endgame leave me with a bittersweet taste?
First, because I loved Infinity war very very much. What I loved then was the fact that the story wasn't the usual Manichean hero story with a fight between good and evil. I read the message of Infinity war as an understanding of morality being more subjective than absolute. And I believe that our concepts or ethics and morality in the modern society are often biased and uneducated because we refuse to see what lies beyond the scope of our little self-centered lives.Wherever you root for Thanos or not, believes he is a horrendous monster or a misunderstood hero doesn't matter in the end. But I believe a story must be honest to its core and should be an opportunity to show us what we don't want to see. A truth that is not as radical as what our reason can bear.And in that sense, Infinity war did a great job by giving an honest ending. Every character has lost the people they loved, even Thanos. But we had the sense that despite this horrible event, the future of the universe was still hopeful like Thanos predicted.And that's where Endgame faulted primarily in my opinion. They depict the 5 years later on Earth like a depressed desolated world. And I strongly believed that this is an utterly dishonest and unrealistic version of what it would be. If 50% of the human race would be wiped out in the real world. Of course we would be shocked, traumatized. There would be grief, there would be despair. But whether you like it or not, it is something most people would be able to overcome. And especially after 5 years, humanity would definitely have been able to move on. A lot of people would have been able to support each other because many would share the same grief. Then some people would even have thrived and find opportunity in this chaotic situation turning things around and finding ways to make their country or their world great again. I'm sorry for being cynical but if some people would lose loved ones, some would likely also loose enemies or people who used to be a burden or a competition.In the end, the survival instinct and/or pursuit of happiness are strong motivators and would definitely prevail at least for a lot of people or at least for enough people so that these ones start inspiring the others. And yeah I think 5 years is enough time to see the ""benefits"" of this massive shared drama.So if Endgame had been honest with this context and had put its characters in a new prosperous world, we could have seen some heroes being even more conflicted. The avengers would have had a harder time moving on than anybody else because they lost. It was their role, their responsibility to protect mankind and they failed. But by seeing that the world is a happier place, that the other people moved on with their lives and that a lot of problems like climate change and such have recessed, it would be harder for them to act when they hear the eventuality of a solution to fix what happened. Like we see with Tony Stark, who has his family, his daughter and a happy quiet life.I believe it was a missed opportunity to not use this extremely logic yet clever conflict between being human and being a hero and use it more throughout the story.And also not completely demonizing Thanos who was a more layered and complex character in Infinity war.But yeah especially for Iron man/Tony Stark, if we had seen him struggling more, being more in conflict of doing the hard choice, hesitating being a hero or being a dad, and if the consequences of Thanos's snap wasn't shown just as gloomy and dark but if there was actually a bit of silver lining to it, that maybe he wasn't completely wrong about the balancing of the universe, I think it would have been even more interesting.I believe that the more human a hero is, the harder it is to act heroically for him, the more his heroic action will transcend.For me Endgame succeeded at 60% to achieve the climax I was hoping which is why I had this bittersweet feeling at the end.Still is a great movie. So I'm sure I will appreciate it more and more as I leave my expectations behind.PS: There were some great performances from the cast especially when they were playing with non-big professional actors, like the girl playing Morgan or the kids asking for a selfie at the diner, or with the director Joe Russo at the meeting. It felt casual and natural in a very good way. That was brilliant.",positive
"The heroes leaving it out all there and sacrificing their lives in the end really speaks to the soul. Black widow fighting to sacrifice herself was so sad and beautiful at the same time. I cried when Iron Man finally let go. Gwyneth Paltrow absolutely crushed it in that scene, her telling him that they're gonna be ok and he can let go...😭. Gut-wrenching! Emotional scenes all over; Captain America seeing his love for the first time in ages throw the window with the blinds, that was great stuff. Iron Man's relationship with his daughter...just all kinds of really awesome moments. Heroes were brave and sacrificial, they showed true love and it was awesome. There were a couple liberal-ish, pseudophilosophical bits here and there. ""Don't be who you're supposed to be, be who you are."" Sounds like irresponsible rubbish to me. The redefining of what a hero by Thor's Mom made no sense, but it was brief and negligible. And the little moment where all the girls get together to fight was patronizing in my opinion.
Yes, some of the writing was cheesy. It wasn't as bad as some are complaining about. The 3 hours didn't feel bad to me. The movie kept moving along and kept me engaged and interested. Anyone who gets that bent out of shape about the time travel stuff needs to just stop watching movies. If you can't suspend your belief at all you can't enjoy a movie. Captain America being able to wield Thor's hammer was cool but I have no idea where that came from. But I also didn't really care at that point. It didn't offend me and it was fun and it didn't take away from anything good in the fim. The score was good, visuals were 10/10 of course. The final battle scene was the best large battle on screen since LOTR battles. It was really good, I am looking forward to watching it again sometime!",positive
"The hardest thing to do is end something. The ending of a story, novel, or movie is probably the hardest thing to write. This is not the climax and falling action, but the resolution, where all the dangling threads are tied up and resolved. Very few writers can create one with supreme satisfaction - mostly because in this day and age writers want sequels and franchises. Avengers Endgame is the pinnacle of Marvel movies. It is a masterpiece of the super-hero genre. It gives closure, and resolution.
The movie picks up almost immediately after Thanos snapped half the world out of existence. The remaining Avengers, Iron Man (Tony Stark), War Machine (Don Cheedle), Captain America (Chris Evans), Black Widow (Scarlet Johansson), Thor (Chris Hemsworth) and Hulk (Mark Ruffalo), and Rocket (Bradley Cooper) are trying to gather their wits after they had their asses handed to them.
Tony is on his way back to Earth from Titan. His only companion is Nebula (Karen Gillian). Fortunately, Captain Marvel (Brie Larson) comes to the rescue. Bringing them back to Earth, they are reunited ... for a moment. Tony wants nothing to do with them after Cap's betrayal. He goes back to Pepper.
The remaining heroes track down Thanos (Josh Brolin) and find the Infinity Stones have destroyed themselves, as well as him. Now, what do we do?
Five years later, a van in San Francisco has its computer activated by a mouse. It activates the shrinking device that left Scott Lang (Paul Rudd) stranded in the shrunken universe. He comes back - but the five year isolation was only five hours to the Ant Man. He traverses the nation to find the Avengers. When he learns of what happened, he has an idea. The microscopic universe has entry and exit points in time.
Yes, they can travel back in time and find the Infinity Stones, bring them back, and snap everyone back into existence. Hey, you have to realize that time travel was going to come into this sooner or later. The Avengers need Tony to figure out a way to take out the random effects, but he is tied too much to Pepper (Gwenyth Paltrow), and their daughter, Morgan.
Tony, though, cannot back out of a possibility of setting things right. He is onboard with the idea, so three teams travel back to different points. Tony, Bruce, Steve, and Scott (hey, my name's Steve Scott!) head to New York after the Avengers battle. Roadie, Nebula, Nadia, and Clint (Jeremy Renner) return to the stellar world where two other stones exist. Rocket and Thor return to Asgaarrd before its destruction to fetch a couple of others.
As they find the stones, they find themselves - as well as a slew of MCU characters that helped and hindered them on the way. Loki, Brumlow, Sitwell, Pierce (Robert Redford) all have their cameos as former HYDRA secret operatives. Of course, it would be a sin not to have Tom Hiddleston return as Loki. Tony and Steve go to another spot where Steve catches a glimpse of Peggy Carter (Haylee Atwell), and Tony gets to have some words with his father, Howard Stark (John Slattery).
Thor gets to see Jane again (Natalie Portman), as well as his mother, Frigga (Rene Russo). Rocket has to work hard and convince him to take the stones back. Of course, Thor cannot leave without one particular thing.
Meanwhile, Clint and Nadia have to retrieve the Soul Stone. They need a soul to get it. At the same time, Thanos, who is alive at this point, realizes the Nebula of the past is having glitches. He and Gamora (Zoe Saldana) are able to figure out what they are doing there. Realizing their plan, he has to stop them and make sure his plan comes through.
You can tell this all-star cast was handled well, providing story, action, laughs, and even tears. A few of these heroes sacrifice themselves for others. They get to reconcile themselves over past mistakes, regrets, and get to redeem themselves. They are reunited with loves ones lost five years ago when Thanos snapped his fingers. And they fight together against a foe for the first time since Avengers Age of Ultron. They were one team.
Someone could easily nit-pick this one, especially on the time travel. However, the ending brings so much satisfaction. Between the sacrifices, the second chances, the characters all have their resolutions tied up, with no post-credit scenes. Some of the character arcs are messy, but the movie provides an emotional satisfaction unheralded in motion picture history. Avengers Endgame gets a perfect score.",positive
"After Infinity War I had huge expectations. Unfortunately I think it doesn't follow the comic book at all because they wanted some kind of closure of the story.
I saw a lot of 10 star reviews and I cannot believe the majority of people like this movie more than Infinity War.
I'm not saying it wasn't entertainment to watch but the feeling is that all heroes were forced to fit in a movie paying a big price to the story.
There are moments in the movie where the rules from all other Marvel movies are broken and characters which were build over hours of screen time were reduced in order to make space for others.
The story is average at best with big flaws.",positive
Avengers endgame might be long but it feels like the fastest 3 hour movie I've seen. Everything works even with the few plot holes. The action is evenly paced and works where they put it and all leads up to the greatest climatic battle scene in a long long time.,positive
"Honestly: at the 2 hour mark i was checking my watch to try and figure out how much more I had to put up with before it made sense.
The storyline was sporadic, and bounced around so much that it just got confusing and boring.
I have no intent, nor interest, to watch it again",positive
"I had no choice but to watch it to finish the sequence. The worst of all the Avengers movies. Apart from some action scenes all the rest it is pure lame dialogues and poor performances.
Purely made to make money out of a ""trendy"" public that are rating this movie high because I've never met one single person who has read the comics and like this garbage.
At least, there will be no more of this, I hope.",negative
"This movie is everything that fans and viewers wanted it to be. It clearly shows that the makers have put their heart and soul into the movie instead of just making money out of the popularity.It is 3 hours long but never felt like it. The sequence of emotions in the movie is sad, cheer, laugh, cry and repeat.Watch it before it gets spoiled for you!!!",positive
"It's going to be very difficult to top this, and it's also very difficult to express how amazing this film is without spoilers, so I will just keep it brief and say that you are doing yourself a disservice if you don't see this film. It is an epic event in every sense of the word, and you will never forget seeing this movie. The last hout will never leave your memory as long as you live. It is the epitome of action sacrifice and heroism and encapsulates the never ending battle of good versus evil. Go see this movie. See it twice.",positive
"Wow. This film will have you going through every emotion imaginable.
If you have followed every Marvel movie in sequence leading up to this conclusion, you will soon be left feeling like you have lost a family member. An amazing end to this Marvel chapter.",positive
"After 21 films worth of waiting, Marvel has finally reached the conclusion to the Infinity Saga in Avengers: Endgame. The collective movies had mad billions of dollars, and captured the hearts of comic book fans around the world. The prior entry, Avengers: Infinity War added a certain sense of gravitas and catharsis to the Marvel Universe. The prior film left fans not only devastated, but with more questions than answers with it's cliffhanger, serial ending. So how does the conclusion fare? Are the Fallen avenged? Is Endgame worth the hype?One of my greatest praises of Shazam! was the amount of personal consequence it had. One of my biggest criticisms of most superhero movies is that the consequence is constantly about saving the world. This then makes saving the world a redundant outcome that we know the superheroes will eventually solve. With constant resurrections and story revisions, the Marvel Universe greatly lacked this. Yet even though the world saving was still the primary conflict of Endgame, the story contained personal consequence for each individual character that made the film far more endearing to the viewer. This filled the film with incredibly written, visceral moments of joy, pain, and everything in between.The amount of story-boarding that went into the film is insane. The run time is long, but a necessary evil to the human bladder to tie up so many loose ends within an incredibly convoluted plot. The Marvel Cinematic Universe has so many characters, and Endgame gives resolution to their individual strife, while raising questions that can be pursued in future films. It gives each character their own space in the spotlight while concurrently sharing it equally. It is absolute brilliant direction by the Russo brothers.I cannot justifiably call Endgame the singular greatest superhero film of all time. Nolan's Dark Knight trilogy is still brilliant, and did not need 21 films of buildup. Yet it absolutely rivals the trilogy with the first Marvel film that takes a chance with the ultimate pathos. The film rewards the fans who have seen all of the films, even the poorer entries, while inviting new fans with instant accessibility. I never checked my watch, I never felt the need to get up from my seat, which is something that has never occurred for me within a three hour movie. Not every direction choice worked as intended, not every story point was logistically flawless, but it still works. I laughed, I cried, and sometimes even did bof. Not both, but BOF. I can't give Avengers:Endgame any grade worse than perfect.(Grade: 10/10)",positive
